"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
406.550000,0.00000,,"Federal Department of Veterans Affairs","St Albans Campus","VA St Albans","293 NAC",,P25,M,Federal
406.612500,0.00000," ","U.S. Marshals Service","Site 001 NYC Area Simulcast",,,,"Project 25",,TRS
406.800000,0.00000,,"Federal Federal Executive Board","Federal Executive Board 8","FEB Ch 8",CSQ,,FMN,RM,Federal
406.812500,0.00000," ","U.S. Marshals Service","Site 001 NYC Area Simulcast",,,,"Project 25",,TRS
406.925000,0.00000," ","Metropolitan Detention Center Brooklyn","Site 001 MDC Brooklyn",,,,Motorola,,TRS
407.037500,0.00000,,"Federal NASA","Goddard Institute for Space Studies","GISS Ops",,,P25,BM,Federal
407.137500,0.00000,,"Federal United States Postal Service","Inspector Green Net","USPS GREEN","482 NAC",,P25,RM,Federal
407.175000,0.00000,,"Federal United States Postal Service","Staten Island Vehicle Maintenance Facility","VMF SI","179.9 PL",,FMN,RM,Federal
407.200000,0.00000,,"Federal Diplomatic Security Service","Channel 1","DSS CH 1","293 NAC",,P25e,M,Federal
407.212500,0.00000," ","U.S. Marshals Service","Site 001 NYC Area Simulcast",,,,"Project 25",,TRS
407.412500,0.00000," ","Metropolitan Correctional Center New York","Site 001 MCC New York",,,,Motorola,,TRS
407.600000,0.00000,,"Federal Diplomatic Security Service","Channel 2","DSS CH 2","0F0 NAC",,P25e,M,Federal
407.650000,0.00000,,"Federal United States Postal Service","Flushing Control 1",USPSFlushng1,"110.9 PL",,FMN,RM,Federal
407.725000,0.00000,,"Federal United States Postal Service","Inspector White Net","USPS WHITE","482 NAC",,P25,RM,Federal
407.775000,0.00000,,"Federal United States Postal Service","Inspector Blue Net","USPS BLUE","482 NAC",,P25,RM,Federal
407.812500,0.00000," ","Metropolitan Detention Center Brooklyn","Site 001 MDC Brooklyn",,,,Motorola,,TRS
407.862500,0.00000,,"Federal Diplomatic Security Service",DSS,DSS,"0F0 NAC",,P25e,M,Federal
407.950000,0.00000," ","Metropolitan Detention Center Brooklyn","Site 001 MDC Brooklyn",,,,Motorola,,TRS
408.100000,0.00000,,"Federal Diplomatic Security Service","Channel 4 Car/Car","DSS CH 4","0F0 NAC",,P25e,M,Federal
408.125000,0.00000,,"Federal Department of Veterans Affairs","Manhattan Campus","VA Manhattan","293 NAC",,P25,M,Federal
408.200000,0.00000,,"Federal Federal Protective Service","Federal Protective Service",FPS,"270 NAC",,P25,M,Federal
408.212500,0.00000," ","Metropolitan Detention Center Brooklyn","Site 001 MDC Brooklyn",,,,Motorola,,TRS
408.250000,0.00000," ","U.S. Marshals Service","Site 001 NYC Area Simulcast",,,,"Project 25",,TRS
408.337500,0.00000,,"Federal United States Postal Service","Inspector Emergency Repeater","USPS EMRG","293 NAC",,P25,RM,Federal
408.400000,0.00000,,"Federal Federal Executive Board","Federal Executive Board 1","FEB Ch 1","131 DPL",,FMN,M,Federal
408.400000,0.00000,,"Federal Federal Executive Board","Federal Executive Board 3","FEB Ch 3","023 DPL",,FMN,M,Federal
408.400000,0.00000,,"Federal Federal Executive Board","Nationwide Common 4","FEB Ch 4","712 DPL",,FMN,M,Federal
408.400000,0.00000,,"Federal Federal Executive Board","Federal Executive Board 5","FEB Ch 5","244 DPL",,FMN,M,Federal
408.600000,0.00000,,"Federal Diplomatic Security Service","Building Security","DSS Building","0F0 NAC",,P25e,M,Federal
408.812500,0.00000," ","Metropolitan Correctional Center New York","Site 001 MCC New York",,,,Motorola,,TRS
408.812500,0.00000," ","Metropolitan Detention Center Brooklyn","Site 001 MDC Brooklyn",,,,Motorola,,TRS
409.025000,0.00000,,"Federal United States Postal Service","Flushing/Nassau Control 2",USPSFlushng2,"110.9 PL",,FMN,RM,Federal
409.100000,0.00000,,"Federal United States Postal Service","Staten Island Maintenance Department","Maint - SI","179.9 PL",,FMN,RM,Federal
409.212500,0.00000," ","U.S. Marshals Service","Site 001 NYC Area Simulcast",,,,"Project 25",,TRS
409.350000,0.00000,,"Federal United States Postal Service","Morgan Mail Operations","Morgan Ops","023 DPL",,FMN,RM,Federal
409.350000,0.00000," ","USPS Morgan Processing and Distribution Center","Site 001 USPS Morgan",,,,DMR,,TRS
409.512500,0.00000," ","Metropolitan Correctional Center New York","Site 001 MCC New York",,,,Motorola,,TRS
409.525000,0.00000,,"Federal United States Postal Service","Flushing Truck Operations","Truck Ops Qn","110.9 PL",,FMN,RM,Federal
409.625000,0.00000,,"Federal Diplomatic Security Service","DSS Motor Pool","DSS Motor Po","293 NAC",,P25e,M,Federal
409.700000,0.00000,,"Federal Diplomatic Security Service","Channel 3","DSS CH 3","0F0 NAC",,P25e,M,Federal
409.712500,0.00000,,"Federal Diplomatic Security Service",DSS,DSS,"0F0 NAC",,P25e,M,Federal
409.900000,0.00000," ","Metropolitan Correctional Center New York","Site 001 MCC New York",,,,Motorola,,TRS
409.937500,0.00000,,"Federal United States Postal Service","Inspector Black Net","USPS BLACK","482 NAC",,P25,RM,Federal
410.150000,0.00000,,"Federal United States Postal Service","Morgan Maintenance Department","Morgan Maint","343 DPL",,FMN,RM,Federal
410.150000,0.00000," ","USPS Morgan Processing and Distribution Center","Site 001 USPS Morgan",,,,DMR,,TRS
410.412500,0.00000," ","Metropolitan Correctional Center New York","Site 001 MCC New York",,,,Motorola,,TRS
412.887500,0.00000,,"Federal American Indian Museum",Security,"Smith Am Ind",,,FMN,M,Federal
413.862500,0.00000,,"Federal Department of Veterans Affairs","St Albans Paging","VA St Albans","293 NAC",,P25,B,Federal
414.362500,0.00000,,"Federal United States Postal Service","Inspector Interop","USPS I/O",CSQ,,FMN,M,Federal
414.750000,0.00000,,"Federal United States Postal Service","Inspector Base","USPS BASE","482 NAC",,P25,M,Federal
414.750000,0.00000,,"Federal United States Postal Service","Inspector Able","USPS ABLE","483 NAC",,P25,M,Federal
414.750000,0.00000,,"Federal United States Postal Service","Inspector Baker","USPS BAKER","484 NAC",,P25,M,Federal
414.750000,0.00000,,"Federal United States Postal Service","Inspector Charlie","USPS CHARLIE","485 NAC",,P25,M,Federal
414.750000,0.00000,,"Federal United States Postal Service","Inspector Delta","USPS DELTA","486 NAC",,P25,M,Federal
414.750000,0.00000,,"Federal United States Postal Service","Inspector Echo","USPS ECHO","487 NAC",,P25,M,Federal
414.750000,0.00000,,"Federal United States Postal Service","Inspector Foxtrot","USPS FOXTROT","488 NAC",,P25,M,Federal
414.762500,0.00000,,"Federal United States Postal Service","Inspector Special Operations","USPS SOD","293 NAC",,P25,M,Federal
415.050000,0.00000,,"Federal United States Postal Service","Inspector Tactical","USPS TAC","293 NAC",,P25,M,Federal
416.225000,0.00000,,"Federal United States Postal Service","Postal Inspectors",Inspectors,"82.5 PL",,FMN,M,Federal
417.400000,0.00000,,"Federal Drug Enforcement Administration","Tac 3","DEA Tac 3","156 NAC",,P25e,M,Federal
417.450000,0.00000,,"Federal Drug Enforcement Administration","City B","DEA City B","156 NAC",,P25e,M,Federal
417.500000,0.00000,,"Federal Drug Enforcement Administration","City C","DEA City C","156 NAC",,P25e,M,Federal
417.550000,0.00000,,"Federal Drug Enforcement Administration","City D","DEA City D","156 NAC",,P25e,M,Federal
417.600000,0.00000,,"Federal Diplomatic Security Service","Channel 5","DSS CH 5","293 NAC",,P25e,M,Federal
418.050000,0.00000,,"Federal Drug Enforcement Administration","Wide J","DEA Wide J","156 NAC",,P25e,M,Federal
418.075000,0.00000,,"Federal Federal Executive Board","Federal Executive Board 2","FEB Ch 2","131 DPL",,FMN,M,Federal
418.075000,0.00000,,"Federal Federal Executive Board","Federal Executive Board 6","FEB Ch 6","023 DPL",,FMN,M,Federal
418.075000,0.00000,,"Federal Federal Executive Board","Federal Executive Board 7","FEB Ch 7","712 DPL",,FMN,M,Federal
418.625000,0.00000,,"Federal Drug Enforcement Administration","Stop 1","DEA Stop 1","156 NAC",,P25e,M,Federal
418.675000,0.00000,,"Federal Drug Enforcement Administration","Stop 4","DEA Stop 4","156 NAC",,P25e,M,Federal
418.875000,0.00000,,"Federal Drug Enforcement Administration","Tac I","DEA Tac I","156 NAC",,P25e,M,Federal
418.950000,0.00000,,"Federal Drug Enforcement Administration","Stop 6","DEA Stop 6","156 NAC",,P25e,M,Federal
418.975000,0.00000,,"Federal Drug Enforcement Administration","Stop 7","DEA Stop 7","156 NAC",,P25e,M,Federal
438.275000,0.00000," ","NY Metro DMR Repeater Network","Site 113601 WB2ZEX Brooklyn",,,,DMR,,TRS
438.512500,0.00000," ","NY Metro DMR Repeater Network","Site 313641 WB2WAK Glen Oaks",,,,DMR,,TRS
438.562500,0.00000," ","NY Metro DMR Repeater Network","Site 313628 K2JRC Manhattan (West Side)",,,,DMR,,TRS
438.587500,0.00000," ","NY Metro DMR Repeater Network","Site 113615 K2JRC Bayside",,,,DMR,,TRS
438.612500,0.00000," ","NY Metro DMR Repeater Network","Site 113620 K2JRC Glen Oaks",,,,DMR,,TRS
439.225000,444.22500,N2ACF,"70cm Ham","N2ACF Staten Island","N2ACF SI","77.0 PL","114.8 PL",FM,RM,Ham
440.500000,445.50000,K2QQJ,"70cm Ham","DMR-MARC Local Region","DMR2 Local","CC 1|TG 2|SL 2",,DMR,RM,Ham
440.500000,445.50000,K2QQJ,"70cm Ham","DMR-MARC US/English Speaking Countries","DMR3 English","CC 1|TG 2|SL 1",,DMR,RM,Ham
440.500000,445.50000,K2QQJ,"70cm Ham","DMR-MARC Worldwide","DMR1 Worldwd","CC 1|TG 1|SL 1",,DMR,RM,Ham
440.550000,445.55000,KC2GOW,"70cm Ham","KC2GOW Manhattan","KC2GOW Manhattan",,"141.3 PL",FM,RM,Ham
440.550000,445.55000,KC2GOW,"70cm Ham","KC2GOW Manhattan","KC2GOW Manhattan","293 NAC","293 NAC",P25,RM,Ham
440.700000,445.70000,WB2HWW,"70cm Ham","WB2HWW - With Inputs and LInks on 10m, 6m, 1 1/4m",WB2HWW,"114.8 PL","114.8 PL",FM,RM,Ham
441.100000,446.10000,N2ROW,"70cm Ham","N2ROW Brooklyn","N2ROW Brooklyn","136.5 PL","136.5 PL",FM,RM,Ham
442.050000,0.00000," ","NY Metro DMR Repeater Network","Site 113621 NY4Z Manhattan (Midtown)",,,,DMR,,TRS
442.093750,0.00000," ","NY Metro DMR Repeater Network","Site 313618 NY4Z Brooklyn",,,,DMR,,TRS
443.300000,448.30000,N2NSA,"70cm Ham","N2NSA Bronx","N2NSA Bronx",,,FM,RM,Ham
443.350000,0.00000," ","NY Metro DMR Repeater Network","Site 313604 N2NSA Bronx",,,,DMR,,TRS
443.887500,0.00000," ","NY Metro DMR Repeater Network","Site 313625 N2NSA Manhattan (GW Bridge)",,,,DMR,,TRS
445.125000,440.12500,KC2GOW,"70cm Ham","KC2GOW Staten Island","KC2GOW SI",,"141.3 PL",FM,RM,Ham
445.125000,440.12500,KC2GOW,"70cm Ham","KC2GOW Staten Island","KC2GOW SI","293 NAC","293 NAC",P25,RM,Ham
447.025000,442.02500,WB2WAK,"70cm Ham","WB2WAK Glen Oaks",WB2WAK,,,YSF,RM,Ham
449.725000,444.72500,KC2CQR,"70cm Ham","DMR-MARC Local Region","DMR2 Local","CC 1|TG 2|SL 2",,DMR,RM,Ham
449.725000,444.72500,KC2CQR,"70cm Ham","DMR-MARC US/English Speaking Countries","DMR3 English","CC 1|TG 3|SL 1",,DMR,RM,Ham
449.725000,444.72500,KC2CQR,"70cm Ham","DMR-MARC Worldwide","DMR1 Worldwd","CC 1|TG 1|SL 1",,DMR,RM,Ham
450.087500,455.08750,KEI434,"Media Radio and Television","CBS-AM Chopper Reports","CBS-AM Helo","94.8 PL",,FMN,RM,Media
450.212500,0.00000,KQA992,"Media Radio and Television","WABC Network Queuing","ABC Network",CSQ,,FMN,B,Media
450.250000,0.00000,KEG343,"Media Radio and Television","WOR-AM Radio Traffic","WOR-AM Traff","156.7 PL",,FMN,BM,Media
450.287500,0.00000,KFH749,"Media Radio and Television","WCBS-TV IFB Program Audio","WCBS-TV 2","107.2 PL",,FMN,BM,Media
450.312500,0.00000,KPE787,"Media Radio and Television",WWOR-9,WWOR-9,"156.7 PL",,FMN,B,Media
450.350000,0.00000,KFH749,"Media Radio and Television","WCBS-TV Voice Comm Repeater","WCBS-TV 2","107.2 PL",,FMN,BM,Media
450.387500,0.00000,WZB689,"Media Radio and Television","WNBC-TV Citywide IFB","WNBC-TV 4",,,FMN,M,Media
450.412500,455.41250,KPL535,"Media Radio and Television","NBC / WNBC Microwave Operations, L-Control","NBC / WNBC","82.5 PL",,FMN,RM,Media
450.487500,0.00000,KOS404,"Media Radio and Television",WWOR-9,WWOR-9,"156.7 PL",,FMN,BM,Media
450.512500,0.00000,KEI434,"Media Radio and Television","CBS-AM IFB","CBS-AM IFB","94.8 PL",,FMN,B,Media
450.537500,455.53750,KPK494,"Media Radio and Television","NBC Network News Operations","NBC Network ","82.5 PL",,FMN,RM,Media
450.637500,455.63750,"WPTG869 ","Media Radio and Television","News 12 Helicopter",News12Chop,"464 DPL",,FMN,BM,Media
450.675000,0.00000,KPK267,"Media Radio and Television",CNN/NYC,CNN/NYC,"114.8 PL",,FMN,BM,Media
450.712500,455.71250,KPK350,"Media Radio and Television",WWOR,WWOR,,,FMN,RM,Media
450.750000,0.00000,KJP867,"Media Radio and Television","NBC Network News Citywide IFB","NBC Network ",,,FMN,BM,Media
450.775000,455.77500,KPL510,"Media Radio and Television",CNN/NYC,CNN/NYC,"114.8 PL",,FMN,RM,Media
450.812500,0.00000,,"Media Radio and Television","Metro/Shadow Traffic","Metro 450.81",,,FMN,BM,Media
450.837500,455.83750,KPF820,"Media Radio and Television","Metro/Shadow Traffic","Metro Traff","103.5 PL",,FMN,RM,Media
450.850000,0.00000,KIG413,"Media Radio and Television","FOX-5 News","FOX-5 News","179.9 PL",,FMN,BM,Media
450.887500,0.00000,,"Media Radio and Television","WNBC/NBC Production/Engineering","WNBC / NBC",,,FMN,BM,Media
451.009375,0.00000," ","OneVoice Network","Site 005 700 Victory",,,,DMR,,TRS
451.009375,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
451.187500,0.00000,,"Businesses Hotels and Lodging","70 park avenue hotel (a Kimpton Hotel)","70 Park Ave","82.5 PL",,FMN,M,Business
451.235000,0.00000,,"Airports Parking","5-Star Parking Ch. 2","5-Star 2",,,FMN,RM,Business
451.300000,468.38750,WQES599,EMS,"Volunteer Heart Ambulance (Staten Island) - South","VHRU South","127.3 PL",,FMN,RM,"EMS Dispatch"
451.375000,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
451.375000,0.00000," ","Specialized Mobile Radio","Site 001 Brooklyn",,,,LTR,,TRS
451.400000,0.00000," ","Specialized Mobile Radio","Site 001 Brooklyn",,,,LTR,,TRS
451.400000,0.00000," ","LaGuardia Airport Central Terminal","Site 001 Central Terminal",,,,DMR,,TRS
451.412500,456.41250,WQNF211,"Attractions National September 11th Memorial and Museum","WTC 9/11 Memorial","WTC Memorial","2B1 NAC",,P25,RM,Business
451.425000,0.00000," ","Specialized Mobile Radio","Site 001 Brooklyn",,,,LTR,,TRS
451.450000,0.00000," ","Specialized Mobile Radio","Site 001 Brooklyn",,,,LTR,,TRS
451.462500,0.00000," ","Hudson Yards","Site 001 Hudson Yards",,,,DMR,,TRS
451.487500,0.00000," ","Hudson Yards","Site 001 Hudson Yards",,,,DMR,,TRS
451.500000,0.00000," ","Rockefeller Center","Site 001 Rockefeller Center",,,,DMR,,TRS
451.625000,456.62500,WPLX922,"Businesses Transportation","Penny Transportation","School Bus",,,FMN,BM,Transportation
451.637500,0.00000," ","JetBlue Airways (JFK)","Site 001 JFK",,,,DMR,,TRS
451.662500,0.00000," ","Delta Airlines (JFK)","Site 002 Delta Cargo Building",,,,DMR,,TRS
451.712500,456.71250,WQEH680,"Airports Airline Ground Operations","Virgin Atlantic","Virgin Atlan","412 DPL",,FMN,BM,Business
451.725000,456.72500,,"Businesses Housing","Google - Engineering","Google Eng","CC 9|TG 101|SL 1",,DMR,RM,Business
451.750000,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
451.750000,0.00000," ","Specialized Mobile Radio","Site 001 Brooklyn",,,,LTR,,TRS
451.850000,456.85000,WQNN579,"Businesses Housing","Morningside Heights Housing Corp","Morningside Hgts","263 DPL",,FMN,RM,Business
451.887500,456.88750,WQKE518,"Airports Airline Ground Operations","Southwest Ch. 2/5 Customer Service",SWA2CustSvc,"127.3 PL",,FMN,RM,Business
451.950000,456.95000,WPMF596,"Businesses Transportation","Pioneer Transportation","School Bus","103.5 PL",,FMN,BM,Transportation
451.975000,456.97500,WQCA325,"Attractions Museums","Hall of Science","Hall Science","413 DPL",,FMN,RM,Business
451.987500,0.00000," ","Specialized Mobile Radio","Site 001 Brooklyn",,,,LTR,,TRS
452.000000,0.00000," ","Specialized Mobile Radio","Site 001 Brooklyn",,,,LTR,,TRS
452.100000,0.00000,KBX897,"Businesses Taxi and Limo Services","Charge and Ride Inc","Charge and Ride","94.8 PL",,FMN,BM,Transportation
452.112500,457.11250,WQXU352,"Businesses Housing","Co-op City Department of Public Safety","Co-opCity PS","CC 10|TG 2049|SL 1",,DMR,RM,Multi-Dispatch
452.175000,457.17500,WPZP458,"Attractions Museum of Modern Art",Security,"MoMA Security","CC 1|TG 10000|SL *",,DMR,RM,Security
452.175000,457.17500,WPZP458,"Attractions Museum of Modern Art",Maintenance,"MoMA Maintenance","CC 1|TG 20000|SL *",,DMR,RM,Business
452.200000,0.00000," ","Delta Airlines (JFK)","Site 002 Delta Cargo Building",,,,DMR,,TRS
452.200000,0.00000," ","Hotel Indigo - Lower East Side","Site 001 Hotel",,,,DMR,,TRS
452.225000,457.22500,WQLX950,"Columbia University","Morningside Heights Public Safety","CU MH PS","CC 5|TG 70000|SL 2",,DMR,RM,Security
452.225000,0.00000," ","Delta Airlines (LGA)","Site 001 LGA",,,,DMR,,TRS
452.275000,457.27500,WNVM531,"Businesses Housing","North Shore Towers Security","NST Security","165 DPL",,FMN,RM,Security
452.287500,0.00000," ","Hudson Yards","Site 001 Hudson Yards",,,,DMR,,TRS
452.312500,0.00000," ","Hudson Yards","Site 001 Hudson Yards",,,,DMR,,TRS
452.400000,0.00000,KDB667,"Businesses Taxi and Limo Services","Dial Car Inc.","Dial Car","250.3 PL",,FMN,BM,Transportation
452.412500,0.00000,,"Stuyvesant High School","Technology Department Ch. 16","SHS Tech 16","103.5 PL",,FMN,M,Schools
452.412500,0.00000," ","Hudson Yards","Site 001 Hudson Yards",,,,DMR,,TRS
452.512500,0.00000," ","Hudson Yards","Site 001 Hudson Yards",,,,DMR,,TRS
452.650000,0.00000,WPRT789,"Airports Airline Ground Operations","Delta Airlines - Commuter Operations","LGA DeltaCom","606 DPL",,FMN,RM,Business
452.650000,0.00000," ","Delta Airlines (LGA)","Site 001 LGA",,,,DMR,,TRS
452.787500,0.00000," ","JetBlue Airways (JFK)","Site 001 JFK",,,,DMR,,TRS
452.800000,457.80000,WQOS955,EMS,"North Shore Rescue Squad","North Shore EMS","88.5 PL",,FMN,RM,"EMS Dispatch"
452.862500,457.86250,WQJC219,"St. John's University","IT and Maintenance","SJU Maintnce","CC 12|TG 1|SL *",,DMR,RM,Business
452.975000,457.97500,WRP570,"Media Radio and Television","Shadow Traffic Ops 1","Shadow Traff","103.5 PL",,FMN,RM,Media
453.100000,0.00000,,"Dept of Correction","Manhattan Facilities - Man Courts","DOC Manhtn","156.7 PL",,FMN,RM,Corrections
453.100000,0.00000,,"Dept of Correction","Queens Facilities - Elmhurst Hospital Prison Ward","DOC Queens","127.3 PL",,FMN,RM,Corrections
453.162500,0.00000,WQHR374,"Dept of Correction","Rikers Facilities - Robert N. Davoren Complex (C-74)","DOC Rikers","206.5 PL",,FMN,RM,Corrections
453.200000,458.20000,KNBA923,"Dept of Homeless Services","Homeless Services (MnN/Bklyn)","Homeless Srv","107.2 PL",,FMN,RM,"Public Works"
453.225000,458.22500,WPSG831,"Businesses Hospitals","Kirby Forensic Hospital",KirbyForHosp,"CC 9|TG 11|SL 2",,DMR,BM,Business
453.225000,0.00000," ","Kirby Forensic Psychiatric Center","Site 001 Kirby FPC",,,,DMR,,TRS
453.250000,458.25000,KEH307,"Parking Enforcement","Bronx Summons Enforcement","Parking BX","151.4 PL",,FMN,BM,"Law Dispatch"
453.250000,0.00000," ","New York City Police Department (NYPD)","Site 001 NYC",,,,"Project 25",,TRS
453.300000,458.30000,KNBA923,"Dept of Homeless Services","Homeless Services (MnS/Bx)","Homeless Srv",,,FMN,RM,"Public Works"
453.312500,0.00000,WPKY646,"Dept of Correction","Rikers Facilities - West Facility","DOC Rikers","072 DPL",,FMN,M,Corrections
453.350000,458.35000,KNBA923,"Dept of Homeless Services","Homeless Services (Qns/S.I.)","Homeless Srv",,,FMN,RM,"Public Works"
453.362500,0.00000,WPKY646,"Dept of Correction","Rikers Facilities - North Infirmary Command","DOC Rikers","026 DPL",,FMN,M,Corrections
453.412500,0.00000,WPKY646,"Dept of Correction","Rikers Facilities - Rose M. Singer Center","DOC Rikers","031 DPL",,FMN,RM,Corrections
453.412500,0.00000,,"Dept of Correction","Manhattan Facilities - Manhattan Detention Complex","DOC Manhtn","023 DPL",,FMN,RM,Corrections
453.512500,0.00000,KD31197,"Dept of Correction","Rikers Facilities - Eric M. Taylor Center (C-76)","DOC Rikers","047 DPL",,FMN,M,Corrections
453.537500,0.00000,WPWT925,"Dept of Correction","Rikers Facilities - Otis Bantum Correctional Center","DOC Rikers","023 DPL",,FMN,RM,Corrections
453.625000,0.00000," ","New York City Police Department (NYPD)","Site 001 NYC",,,,"Project 25",,TRS
453.737500,0.00000,,"Volunteer Fire Departments","W Hamilton Beach Fireground","WHBVFD FG","91.5 PL",,FMN,M,Fire-Tac
453.750000,0.00000,,"Dept of Correction","Manhattan Facilities - Bellevue Hospital Prison Ward","DOC Manhtn","162.2 PL",,FMN,RM,Corrections
453.750000,0.00000,,"Dept of Correction","Bronx Facilities - Bronx Detention Complex and Courts","DOC Bronx","123.0 PL",,FMN,RM,Corrections
453.750000,0.00000,KJV301,"Dept of Correction","Queens Facilities - Queens Detention Complex and Courts","DOC Queens","127.3 PL",,FMN,RM,Corrections
453.825000,458.82500,KSI296,"Parking Enforcement","Enforcement 3A","Parking 3A","151.4 PL",,FMN,RM,"Law Dispatch"
453.837500,458.83750,WQXJ817,"Volunteer Fire Departments","W Hamilton Beach FD Dispatch","WHBVFD Dispatch","136.5 PL",,FMN,RM,"Fire Dispatch"
453.950000,458.95000,KQP434,"Parking Enforcement","Enforcement 3B","Parking 3B","151.4 PL",,FMN,RM,"Law Dispatch"
454.018750,0.00000," ","USTA National Tennis Center","Site 001 Tennis Center",,,,DMR,,TRS
454.056250,0.00000," ","USTA National Tennis Center","Site 001 Tennis Center",,,,DMR,,TRS
454.106250,0.00000," ","USTA National Tennis Center","Site 001 Tennis Center",,,,DMR,,TRS
454.175000,0.00000," ","USTA National Tennis Center","Site 001 Tennis Center",,,,DMR,,TRS
454.243750,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
454.256250,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
454.268750,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
454.318750,0.00000," ","OneVoice Network","Site 007 Glen Oaks",,,,DMR,,TRS
454.331250,0.00000," ","OneVoice Network","Site 007 Glen Oaks",,,,DMR,,TRS
454.343750,0.00000," ","USTA National Tennis Center","Site 001 Tennis Center",,,,DMR,,TRS
454.381250,0.00000," ","USTA National Tennis Center","Site 001 Tennis Center",,,,DMR,,TRS
454.406250,0.00000," ","USTA National Tennis Center","Site 001 Tennis Center",,,,DMR,,TRS
454.418750,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
454.431250,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
454.443750,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
454.456250,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
454.506250,0.00000," ","USTA National Tennis Center","Site 001 Tennis Center",,,,DMR,,TRS
454.531250,0.00000," ","USTA National Tennis Center","Site 001 Tennis Center",,,,DMR,,TRS
454.556250,0.00000," ","USTA National Tennis Center","Site 001 Tennis Center",,,,DMR,,TRS
454.568750,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
454.581250,0.00000," ","OneVoice Network","Site 006 Court Plaza",,,,DMR,,TRS
454.605250,0.00000," ","USTA National Tennis Center","Site 001 Tennis Center",,,,DMR,,TRS
454.656250,0.00000," ","USTA National Tennis Center","Site 001 Tennis Center",,,,DMR,,TRS
454.875000,0.00000,,"Businesses World Trade Center","WTC Construction 7","WTC Const 7","331 DPL",,FMN,M,Business
455.050000,0.00000,KEH413,"Media Radio and Television",WABC-TV,WABC7,"156.7 PL",,FMN,BM,Media
455.112500,0.00000,KOS389,"Media Radio and Television","FOX-5 IFB","FOX-5 IFB","179.9 PL",,FMN,BM,Media
455.150000,0.00000,KOS359,"Media Radio and Television",WPIX-11,WPIX-11,"127.3 PL",,FMN,BM,Media
455.187500,0.00000,KOS389,"Media Radio and Television","SkyFox Mobile","SkyFox Mob","179.9 PL",,FMN,BM,Media
455.212500,0.00000,KOS360,"Media Radio and Television","WPIX 11 Channel 3","WPIX11 F3",,,FMN,BM,Media
455.312500,0.00000,KFH749,"Media Radio and Television","WCBS-TV IFB Program Audio","WCBS-TV 2","107.2 PL",,FMN,BM,Media
455.612500,0.00000,KEH413,"Media Radio and Television","WABC-TV Chopper 7","WABC-TV 7","156.7 PL",,FMN,BM,Media
455.700000,0.00000,KEI434,"Media Radio and Television","WCBS AM88 Chopper",Chopper88,"94.8 PL",,FMN,M,Media
455.812500,0.00000,KPL762,"Media Radio and Television","Metro/Shadow Traffic","Metro 455.81","67.0 PL",,FMN,BM,Media
456.235000,0.00000,,"Airports Parking","5-Star Parking Ch. 1","5-Star 1",,,FMN,RM,Business
456.462500,0.00000,,"Businesses World Trade Center","WTC Construction 5","WTC Const 5","162 DPL",,FMN,M,Business
457.137500,0.00000,WNXD673,"Businesses World Trade Center","WTC Construction 4","WTC Const 4","371 DPL",,FMN,M,Business
457.675000,0.00000,,"Businesses World Trade Center","WTC Construction 3","WTC Const 3","205 DPL",,FMN,M,Business
457.725000,0.00000,WQJV781,"Attractions American Museum of Natural History","A Night at the Museum sleepover","MoNH Slpover A","423 DPL",,FMN,M,Business
457.812500,0.00000,,"Businesses World Trade Center","WTC Construction 6","WTC Const 6","445 DPL",,FMN,M,Business
458.112500,0.00000,,"School Safety Division","Tactical 1A","SSD Tac 1A","71.9 PL",,FMN,M,"Law Tac"
458.112500,0.00000,,"School Safety Division","Tactical 1B","SSD Tac 1B","79.7 PL",,FMN,M,"Law Tac"
458.112500,0.00000,,"School Safety Division","Tactical 1C","SSD Tac 1C","203.5 PL",,FMN,M,"Law Tac"
458.162500,0.00000,,"School Safety Division","Tactical 2A","SSD Tac 2A","71.9 PL",,FMN,M,"Law Tac"
458.162500,0.00000,,"School Safety Division","Tactical 2B","SSD Tac 2B","79.7 PL",,FMN,M,"Law Tac"
458.162500,0.00000,,"School Safety Division","Tactical 2C","SSD Tac 2C","203.5 PL",,FMN,M,"Law Tac"
458.512500,0.00000,KD31197,"Dept of Correction","Rikers Bus (on Island)","DOC Rikers","054 DPL",,FMN,M,Corrections
458.825000,0.00000,KSI296,Tactical,"Tac W - Detectives/HQ Security","NYPD Tac W","225.7 PL",,FMN,M,"Law Tac"
